file,sku_main,old_skus,new_skus,passed
output_131.txt,PJNE3068-KR-4XL,[],[],True
output_1310.txt,JNE3603-KR-L,"['JNE3452-KR-L', 'JNE3761-KR-L', 'JNE3775-KR-L', 'JNE3610-KR-L', 'JNE3042-KR-L']","['JNE3452-KR-L', 'JNE3761-KR-L', 'JNE3610-KR-L', 'JNE3775-KR-L', 'JNE3722-KR-L']",False
output_1311.txt,JNE3698-KR-XL,"['JNE3560-KR-XL', 'JNE3396-KR-XL', 'JNE3764-KR-XL', 'JNE3782-KR-XL', 'JNE3404-KR-XL']","['JNE3560-KR-XL', 'JNE3396-KR-XL', 'JNE3764-KR-XL', 'JNE3782-KR-XL', 'JNE3473-KR-XL']",False
output_1312.txt,SET004-KR-SP-S,['SET062-KR-SP-S'],['SET062-KR-SP-S'],True
output_1313.txt,JNE1525-KR-UDF19BLACK-S,[],[],True
output_1314.txt,SET279-LC-XXL,[],[],True
output_1315.txt,J0307-TP-XXXL,"['J0118-TP-XXXL', 'J0172-TP-XXXL', 'J0124-TP-XXXL']","['J0118-TP-XXXL', 'J0172-TP-XXXL', 'J0124-TP-XXXL']",True
output_1316.txt,JNE3706-DR-XL,[],[],True
output_1317.txt,JNE3255-KR-S,"['JNE3787-KR-S', 'JNE3546-KR-S', 'JNE3757-KR-S', 'JNE3782-KR-S', 'JNE3704-KR-S']","['JNE3787-KR-S', 'JNE3546-KR-S', 'JNE3757-KR-S', 'JNE3782-KR-S', 'JNE3704-KR-S']",True
output_1318.txt,MEN5007-KR-XXL,"['MEN5027-KR-XXL', 'MEN5006-KR-XXL', 'J0141-KR-XXL', 'JNE3562-KR-XXL', 'JNE3817-KR-XXL']","['MEN5027-KR-XXL', 'MEN5006-KR-XXL', 'J0141-KR-XXL', 'JNE3562-KR-XXL', 'MEN5019-KR-XXL']",False
output_1319.txt,JNE3869-DR-L,"['JNE3870-DR-L', 'J0158-DR-L']","['JNE3870-DR-L', 'J0158-DR-L']",True
output_132.txt,J0340-TP-M,"['J0090-TP-M', 'J0084-TP-M', 'J0203-TP-M']","['J0090-TP-M', 'J0084-TP-M', 'J0203-TP-M']",True
output_1320.txt,SET365-KR-NP-XS,"['SET313-KR-NP-XS', 'SET356-KR-NP-XS', 'SET359-KR-NP-XS']","['SET313-KR-NP-XS', 'SET356-KR-NP-XS', 'SET359-KR-NP-XS']",True
output_1321.txt,SET290-KR-DPT-S,[],[],True
output_1322.txt,SET043-KR-NP-S,"['SET343-KR-NP-S', 'SET185-KR-NP-S']","['SET343-KR-NP-S', 'SET185-KR-NP-S']",True
output_1323.txt,SET048-KR-NP-S,"['SET192-KR-NP-S', 'SET223-KR-NP-S', 'SET339-KR-NP-S', 'SET239-KR-NP-S', 'SET409-KR-NP-S']","['SET223-KR-NP-S', 'SET192-KR-NP-S', 'SET339-KR-NP-S', 'SET239-KR-NP-S', 'SET409-KR-NP-S']",True
output_1324.txt,JNE3437-KR-XS,"['JNE3795-KR-XS', 'JNE3794-KR-XS', 'JNE3638-KR-XS', 'JNE3732-KR-XS', 'JNE3748-KR-XS']","['JNE3795-KR-XS', 'JNE3794-KR-XS', 'JNE3638-KR-XS', 'JNE3732-KR-XS', 'JNE3748-KR-XS']",True
output_1325.txt,J0301-TP-XS,"['JNE3665-TP-XS', 'J0344-TP-XS', 'J0172-TP-XS']","['JNE3665-TP-XS', 'J0344-TP-XS', 'J0172-TP-XS']",True
output_1326.txt,BTM032-NP-S,[],[],True
output_1327.txt,SET374-KR-NP-XL,"['SET324-KR-NP-XL', 'SET328-KR-NP-XL', 'SET331-KR-NP-XL', 'SET385-KR-NP-XL', 'SET383-KR-NP-XL']","['SET324-KR-NP-XL', 'SET328-KR-NP-XL', 'SET331-KR-NP-XL', 'SET385-KR-NP-XL', 'SET383-KR-NP-XL']",True
output_1328.txt,JNE3802-KR-S,"['JNE3803-KR-S', 'JNE3633-KR-S', 'JNE3611-KR-S', 'JNE3400-KR-S', 'JNE3636-KR-S']","['JNE3803-KR-S', 'JNE3633-KR-S', 'JNE3611-KR-S', 'JNE3400-KR-S', 'JNE3804-KR-S']",False
output_1329.txt,SET341-KR-NP-XXL,['SET271-KR-NP-XXL'],['SET271-KR-NP-XXL'],True
output_133.txt,JNE3687-TU-M,['JNE3675-TU-M'],['JNE3675-TU-M'],True
output_1330.txt,JNE3518-KR-XL,"['JNE3560-KR-XL', 'JNE3396-KR-XL', 'JNE3764-KR-XL', 'JNE3782-KR-XL', 'JNE3404-KR-XL']","['JNE3560-KR-XL', 'JNE3396-KR-XL', 'JNE3764-KR-XL', 'JNE3782-KR-XL', 'JNE3473-KR-XL']",False
output_1331.txt,JNE3452-KR-L,"['JNE3761-KR-L', 'JNE3610-KR-L', 'JNE3775-KR-L', 'JNE3042-KR-L', 'JNE3447-KR-L']","['JNE3761-KR-L', 'JNE3610-KR-L', 'JNE3775-KR-L', 'JNE3042-KR-L', 'JNE3447-KR-L']",True
output_1332.txt,JNE3376-KR-XXL,"['JNE3391-KR-XXL', 'JNE3741-KR-XXL', 'JNE3294-KR-XXL', 'JNE3779-KR-XXL', 'JNE3742-KR-XXL']","['JNE3391-KR-XXL', 'JNE3741-KR-XXL', 'JNE3294-KR-XXL', 'JNE3779-KR-XXL', 'JNE3760-KR-XXL']",False
output_1333.txt,JNE3648-TP-N-XXL,"['JNE3640-TP-N-XXL', 'JNE3651-TP-N-XXL']","['JNE3640-TP-N-XXL', 'JNE3651-TP-N-XXL']",True
output_1334.txt,BTM036-PP-L,['BTM047-PP-L'],['BTM047-PP-L'],True
output_1335.txt,NW009-ST-CP-XXL,"['NW008-ST-CP-XXL', 'NW033-ST-CP-XXL']","['NW008-ST-CP-XXL', 'NW033-ST-CP-XXL']",True
output_1336.txt,SET058-KR-NP-XL,"['SET431-KR-NP-XL', 'SET413-KR-NP-XL', 'SET267-KR-NP-XL', 'SET320-KR-NP-XL']","['SET431-KR-NP-XL', 'SET413-KR-NP-XL', 'SET267-KR-NP-XL', 'SET320-KR-NP-XL']",True
output_1337.txt,J0349-SET-XXL,['J0186-SET-XXL'],['J0186-SET-XXL'],True
output_1338.txt,SET232-KR-PP-XL,['SET281-KR-PP-XL'],['SET281-KR-PP-XL'],True
output_1339.txt,JNE3822-KR-XL,"['JNE3774-KR-XL', 'MEN5006-KR-XL', 'MEN5007-KR-XL', 'MEN5027-KR-XL', 'MEN5015-KR-XL']","['JNE3774-KR-XL', 'MEN5027-KR-XL', 'MEN5006-KR-XL', 'MEN5007-KR-XL', 'MEN5015-KR-XL']",True
output_134.txt,J0376-SKD-L,"['J0009-SKD-L', 'J0375-SKD-L', 'J0163-SKD-L']","['J0009-SKD-L', 'J0375-SKD-L', 'J0163-SKD-L']",True
output_1340.txt,SET243-KR-PP-L,[],[],True
output_1341.txt,J0277-SKD-S,['J0280-SKD-S'],['J0280-SKD-S'],True
output_1342.txt,JNE3706-DR-L,[],[],True
output_1343.txt,J0150-KR-XXL,"['JNE3348-KR-XXL', 'JNE3454-KR-XXL', 'JNE3566-KR-XXL', 'JNE3501-KR-XXL', 'JNE3520-KR-XXL']","['JNE3348-KR-XXL', 'JNE3454-KR-XXL', 'JNE3566-KR-XXL', 'JNE3501-KR-XXL', 'JNE3520-KR-XXL']",True
output_1344.txt,J0119-TP-L,['J0342-TP-L'],['J0342-TP-L'],True
output_1345.txt,JNE3563-KR-L,"['JNE3562-KR-L', 'J0175-KR-L', 'MEN5027-KR-L', 'MEN5024-KR-L', 'JNE3749-KR-L']","['JNE3562-KR-L', 'J0175-KR-L', 'MEN5024-KR-L', 'MEN5006-KR-L', 'MEN5027-KR-L']",False
output_1346.txt,J0220-BL-M,"['J0216-BL-M', 'J0219-BL-M']","['J0216-BL-M', 'J0219-BL-M']",True
output_1347.txt,J0135-SET-S,"['J0140-SET-S', 'J0019-SET-S']","['J0140-SET-S', 'J0019-SET-S']",True
output_1348.txt,MEN5022-KR-XXXL,"['MEN5021-KR-XXXL', 'JNE3837-KR-XXXL', 'J0097-KR-XXXL', 'JNE3455-KR-XXXL', 'JNE3886-KR-XXXL']","['MEN5021-KR-XXXL', 'JNE3837-KR-XXXL', 'J0097-KR-XXXL', 'JNE3455-KR-XXXL', 'JNE3885-KR-XXXL']",False
output_1349.txt,MEN5019-KR-XXL,"['JNE3562-KR-XXL', 'MEN5007-KR-XXL', 'JNE3749-KR-XXL', 'MEN5027-KR-XXL', 'J0141-KR-XXL']","['JNE3562-KR-XXL', 'MEN5007-KR-XXL', 'MEN5027-KR-XXL', 'JNE3749-KR-XXL', 'MEN5006-KR-XXL']",False
output_135.txt,J0198-TP-S,[],[],True
output_1350.txt,J0395-DR-L,"['J0400-DR-L', 'J0295-DR-L']","['J0400-DR-L', 'J0295-DR-L']",True
output_1351.txt,J0250-SKD-XL,['J0251-SKD-XL'],['J0251-SKD-XL'],True
output_1352.txt,BL101-M,[],[],True
output_1353.txt,JNE3801-KR-S,[],[],True
output_1354.txt,MEN5025-KR-S,"['MEN5031-KR-S', 'MEN5017-KR-S', 'MEN5023-KR-S', 'JNE3727-KR-S', 'JNE3733-KR-S']","['MEN5031-KR-S', 'MEN5017-KR-S', 'MEN5023-KR-S', 'JNE3727-KR-S', 'JNE3733-KR-S']",True
output_1355.txt,JNE3751-KR-XS,"['JNE3543-KR-XS', 'JNE3793-KR-XS', 'JNE3622-KR-XS', 'JNE3786-KR-XS', 'JNE3500-KR-XS']","['JNE3543-KR-XS', 'JNE3793-KR-XS', 'JNE3786-KR-XS', 'JNE3622-KR-XS', 'JNE3500-KR-XS']",True
output_1356.txt,JNE3861-DR-XXXL,"['JNE3879-DR-XXXL', 'J0399-DR-XXXL']","['JNE3879-DR-XXXL', 'J0399-DR-XXXL']",True
output_1357.txt,BTM002-XL,[],[],True
output_1358.txt,SET224-KR-NP-XL,[],[],True
output_1359.txt,SET400-KR-NP-L,['SET388-KR-NP-L'],['SET388-KR-NP-L'],True
output_136.txt,SET398-KR-PP-M,[],[],True
output_1360.txt,SET341-KR-NP-XS,"['SET431-KR-NP-XS', 'SET271-KR-NP-XS']","['SET431-KR-NP-XS', 'SET271-KR-NP-XS']",True
output_1361.txt,J0086-DR-XS,['J0015-DR-XS'],['J0015-DR-XS'],True
output_1362.txt,J0278-SET-M,[],[],True
output_1363.txt,J0082-TP-XXL,"['J0089-TP-XXL', 'J0116-TP-XXL', 'J0085-TP-XXL', 'JNE3658-TP-XXL', 'J0120-TP-XXL']","['J0089-TP-XXL', 'J0116-TP-XXL', 'J0085-TP-XXL', 'JNE3658-TP-XXL', 'J0165-TP-XXL']",False
output_1364.txt,NW039-TP-SR-XS,[],[],True
output_1365.txt,JNE3885-KR-S,"['J0083-KR-S', 'J0187-KR-S', 'J0355-KR-S', 'JNE3313-KR-S', 'JNE3899-KR-S']","['J0083-KR-S', 'J0187-KR-S', 'J0355-KR-S', 'JNE3313-KR-S', 'JNE3899-KR-S']",True
output_1366.txt,JNE3637-KR-S,"['JNE3821-KR-S', 'JNE3629-KR-S', 'JNE3887-KR-S', 'JNE3835-KR-S', 'JNE3816-KR-S']","['JNE3821-KR-S', 'JNE3629-KR-S', 'JNE3887-KR-S', 'JNE3835-KR-S', 'JNE3816-KR-S']",True
output_1367.txt,JNE3387-KR-M,"['JNE3637-KR-M', 'JNE3629-KR-M', 'JNE3823-KR-M', 'JNE3821-KR-M', 'JNE3886-KR-M']","['JNE3629-KR-M', 'JNE3637-KR-M', 'JNE3823-KR-M', 'JNE3821-KR-M', 'JNE3887-KR-M']",False
output_1368.txt,JNE3643-TP-N-S,[],[],True
output_1369.txt,J0073-KR-M,"['JNE3336-KR-M', 'JNE3726-KR-M', 'JNE3796-KR-M', 'JNE3635-KR-M', 'JNE3487-KR-M']","['JNE3336-KR-M', 'JNE3726-KR-M', 'JNE3796-KR-M', 'JNE3635-KR-M', 'JNE3487-KR-M']",True
output_137.txt,NW033-ST-CP-XXXL,"['NW008-ST-CP-XXXL', 'NW009-ST-CP-XXXL']","['NW008-ST-CP-XXXL', 'NW009-ST-CP-XXXL']",True
output_1370.txt,J0072-KR-M,"['JNE3334-KR-M', 'J0070-KR-M', 'JNE3482-KR-M', 'JNE3627-KR-M', 'JNE3265-KR-M']","['JNE3334-KR-M', 'J0070-KR-M', 'JNE3627-KR-M', 'JNE3482-KR-M', 'JNE3265-KR-M']",True
output_1371.txt,J0026-KR-S,"['JNE3545-KR-S', 'JNE3482-KR-S', 'J0072-KR-S', 'J0028-KR-S', 'JNE3503-KR-S']","['JNE3545-KR-S', 'J0028-KR-S', 'J0072-KR-S', 'JNE3482-KR-S', 'JNE3334-KR-S']",False
output_1372.txt,J0127-SKD-S,['J0102-SKD-S'],['J0102-SKD-S'],True
output_1373.txt,SET103-KR-SP-S,[],[],True
output_1374.txt,SET244-KR-NP-S,"['SET196-KR-NP-S', 'SET340-KR-NP-S', 'SET171-KR-NP-S']","['SET196-KR-NP-S', 'SET340-KR-NP-S', 'SET171-KR-NP-S']",True
output_1375.txt,J0349-SET-XS,[],[],True
output_1376.txt,JNE3708-TU-XL,[],[],True
output_1377.txt,J0212-DR-M,"['J0210-DR-M', 'J0093-DR-M']","['J0093-DR-M', 'J0210-DR-M']",True
output_1378.txt,SET227-KR-PP-A-XXXL,[],[],True
output_1379.txt,SET227-KR-PP-A-XS,[],[],True
output_138.txt,NW037-TP-SR-XXXL,[],[],True
output_1380.txt,MEN5023-KR-XXL,"['MEN5031-KR-XXL', 'JNE3727-KR-XXL', 'JNE3733-KR-XXL', 'JNE3833-KR-XXL', 'JNE3806-KR-XXL']","['MEN5031-KR-XXL', 'JNE3727-KR-XXL', 'JNE3733-KR-XXL', 'JNE3833-KR-XXL', 'JNE3806-KR-XXL']",True
output_1381.txt,JNE3365-KR-1052-XL,[],[],True
output_1382.txt,J0179-KR-M,"['JNE3810-KR-M', 'JNE3577-KR-M', 'JNE3888-KR-M', 'JNE3834-KR-M', 'JNE3234-KR-M']","['JNE3810-KR-M', 'JNE3577-KR-M', 'JNE3888-KR-M', 'JNE3834-KR-M', 'JNE3234-KR-M']",True
output_1383.txt,MEN5017-KR-XL,"['MEN5023-KR-XL', 'JNE3750-KR-XL']","['MEN5023-KR-XL', 'JNE3750-KR-XL']",True
output_1384.txt,JNE3474-KR-E-XS,[],[],True
output_1385.txt,J0224-SKD-M,['J0240-SKD-M'],['J0240-SKD-M'],True
output_1386.txt,JNE3668-TP-N-S,"['JNE3639-TP-N-S', 'JNE3712-TP-N-S', 'JNE3656-TP-N-S', 'JNE3648-TP-N-S', 'JNE3640-TP-N-S']","['JNE3639-TP-N-S', 'JNE3712-TP-N-S', 'JNE3656-TP-N-S', 'JNE3648-TP-N-S', 'JNE3640-TP-N-S']",True
output_1387.txt,SET360-KR-NP-XS,"['SET358-KR-NP-XS', 'SET361-KR-NP-XS', 'SET364-KR-NP-XS', 'SET395-KR-NP-XS']","['SET358-KR-NP-XS', 'SET361-KR-NP-XS', 'SET364-KR-NP-XS', 'SET395-KR-NP-XS']",True
output_1388.txt,J0350-SET-XXL,"['J0346-SET-XXL', 'J0199-SET-XXL']","['J0346-SET-XXL', 'J0199-SET-XXL']",True
output_1389.txt,J0041-SET-XXXL,"['J0130-SET-XXXL', 'J0003-SET-XXXL', 'J0095-SET-XXXL']","['J0130-SET-XXXL', 'J0003-SET-XXXL', 'J0095-SET-XXXL']",True
output_139.txt,JNE3618-KR-M,"['JNE3373-KR-M', 'JNE3270-KR-M', 'JNE3602-KR-M', 'J0184-KR-M', 'JNE3439-KR-M']","['JNE3373-KR-M', 'JNE3270-KR-M', 'JNE3602-KR-M', 'J0184-KR-M', 'JNE3537-KR-M']",False
output_1390.txt,J0081-DR-M,[],[],True
output_1391.txt,SET228-KR-PP-A-XL,[],[],True
output_1392.txt,JNE3611-KR-S,"['JNE3803-KR-S', 'JNE3633-KR-S', 'JNE3802-KR-S', 'JNE3400-KR-S', 'JNE3636-KR-S']","['JNE3803-KR-S', 'JNE3633-KR-S', 'JNE3802-KR-S', 'JNE3400-KR-S', 'JNE3804-KR-S']",False
output_1393.txt,J0095-SET-XS,"['J0003-SET-XS', 'J0130-SET-XS', 'J0041-SET-XS']","['J0003-SET-XS', 'J0130-SET-XS', 'J0041-SET-XS']",True
output_1394.txt,JNE3818-KR-XL,"['MEN5009-KR-XL', 'JNE3724-KR-XL', 'MEN5018-KR-XL', 'MEN5001-KR-XL', 'MEN5002-KR-XL']","['MEN5009-KR-XL', 'JNE3724-KR-XL', 'MEN5018-KR-XL', 'MEN5001-KR-XL', 'MEN5002-KR-XL']",True
output_1395.txt,SET386-KR-NP-XS,"['SET384-KR-NP-XS', 'SET385-KR-NP-XS', 'SET383-KR-NP-XS', 'SET275-KR-NP-XS', 'SET053-KR-NP-XS']","['SET384-KR-NP-XS', 'SET385-KR-NP-XS', 'SET383-KR-NP-XS', 'SET275-KR-NP-XS', 'SET053-KR-NP-XS']",True
output_1396.txt,SET265-KR-NP-XL,"['SET319-KR-NP-XL', 'SET353-KR-NP-XL', 'SET254-KR-NP-XL', 'SET060-KR-NP-XL']","['SET319-KR-NP-XL', 'SET353-KR-NP-XL', 'SET254-KR-NP-XL', 'SET060-KR-NP-XL']",True
output_1397.txt,J0336-TP-XL,"['JNE3865-TP-XL', 'J0213-TP-XL']","['JNE3865-TP-XL', 'J0213-TP-XL']",True
output_1398.txt,J0295-DR-XL,"['J0396-DR-XL', 'J0395-DR-XL', 'J0400-DR-XL', 'J0429-DR-XL']","['J0396-DR-XL', 'J0395-DR-XL', 'J0400-DR-XL', 'J0429-DR-XL']",True
output_1399.txt,JNE3781-KR-XL,"['JNE3718-KR-XL', 'JNE3405-KR-XL', 'JNE3568-KR-XL', 'JNE3567-KR-XL', 'JNE3423-KR-XL']","['JNE3718-KR-XL', 'JNE3405-KR-XL', 'JNE3567-KR-XL', 'JNE3568-KR-XL', 'JNE3423-KR-XL']",True
output_14.txt,JNE3373-KR-L,"['JNE3602-KR-L', 'JNE3451-KR-L', 'JNE3460-KR-L', 'JNE3261-KR-L', 'JNE3738-KR-L']","['JNE3602-KR-L', 'JNE3451-KR-L', 'JNE3460-KR-L', 'JNE3261-KR-L', 'JNE3738-KR-L']",True
output_140.txt,SET290-KR-DPT-M,[],[],True
output_1400.txt,JNE3369-KR-M,"['JNE3560-KR-M', 'JNE3518-KR-M', 'JNE3546-KR-M', 'JNE3698-KR-M', 'JNE3473-KR-M']","['JNE3560-KR-M', 'JNE3518-KR-M', 'JNE3546-KR-M', 'JNE3698-KR-M', 'JNE3605-KR-M']",False
output_1401.txt,J0399-DR-XS,"['J0339-DR-XS', 'JNE3861-DR-XS', 'JNE3879-DR-XS']","['J0339-DR-XS', 'JNE3861-DR-XS', 'JNE3879-DR-XS']",True
output_1402.txt,JNE3576-KR-XS,"['JNE3769-KR-XS', 'JNE3704-KR-XS', 'JNE3504-KR-XS', 'JNE3435-KR-XS', 'JNE3767-KR-XS']","['JNE3769-KR-XS', 'JNE3704-KR-XS', 'JNE3504-KR-XS', 'JNE3435-KR-XS', 'JNE3443-KR-XS']",False
output_1403.txt,NW020-ST-SR-L,[],[],True
output_1404.txt,J0402-DR-XL,"['J0416-DR-XL', 'J0333-DR-XL', 'JNE3881-DR-XL', 'JNE3709-DR-XL']","['J0416-DR-XL', 'J0333-DR-XL', 'JNE3881-DR-XL', 'JNE3709-DR-XL']",True
output_1405.txt,SET385-KR-NP-M,"['SET386-KR-NP-M', 'SET384-KR-NP-M', 'SET262-KR-NP-M', 'SET130-KR-NP-M', 'SET374-KR-NP-M']","['SET386-KR-NP-M', 'SET384-KR-NP-M', 'SET262-KR-NP-M', 'SET130-KR-NP-M', 'SET374-KR-NP-M']",True
output_1406.txt,JNE3639-TP-N-S,"['JNE3668-TP-N-S', 'JNE3712-TP-N-S', 'JNE3656-TP-N-S', 'JNE3648-TP-N-S', 'JNE3640-TP-N-S']","['JNE3668-TP-N-S', 'JNE3712-TP-N-S', 'JNE3656-TP-N-S', 'JNE3648-TP-N-S', 'JNE3640-TP-N-S']",True
output_1407.txt,J0277-SKD-L,['J0280-SKD-L'],['J0280-SKD-L'],True
output_1408.txt,J0122-TP-XXL,"['J0189-TP-XXL', 'J0087-TP-XXL', 'J0049-TP-XXL', 'JNE3655-TP-XXL', 'JNE3667-TP-XXL']","['J0189-TP-XXL', 'J0087-TP-XXL', 'J0049-TP-XXL', 'JNE3655-TP-XXL', 'JNE3743-TP-XXL']",False
output_1409.txt,JNE3674-TU-XXL,"['JNE3672-TU-XXL', 'JNE3863-TU-XXL', 'JNE3671-TU-XXL', 'JNE3680-TU-XXL']","['JNE3672-TU-XXL', 'JNE3863-TU-XXL', 'JNE3671-TU-XXL', 'JNE3680-TU-XXL']",True
output_141.txt,J0003-SET-XXXL,"['J0095-SET-XXXL', 'J0130-SET-XXXL', 'J0041-SET-XXXL']","['J0095-SET-XXXL', 'J0130-SET-XXXL', 'J0041-SET-XXXL']",True
output_1410.txt,JNE3775-KR-XS,"['JNE3761-KR-XS', 'JNE3452-KR-XS', 'JNE3610-KR-XS', 'JNE3398-KR-XS', 'JNE3384-KR-XS']","['JNE3761-KR-XS', 'JNE3452-KR-XS', 'JNE3610-KR-XS', 'JNE3398-KR-XS', 'JNE3384-KR-XS']",True
output_1411.txt,JNE3296-KR-L,"['JNE3902-KR-L', 'JNE3899-KR-L', 'JNE3463-KR-L', 'J0094-KR-L', 'J0096-KR-L']","['JNE3902-KR-L', 'JNE3899-KR-L', 'JNE3463-KR-L', 'J0094-KR-L', 'J0354-KR-L']",False
output_1412.txt,JNE3710-DR-XXXL,"['JNE3880-DR-XXXL', 'J0306-DR-XXXL', 'J0302-DR-XXXL', 'J0194-DR-XXXL', 'J0332-DR-XXXL']","['JNE3880-DR-XXXL', 'J0306-DR-XXXL', 'J0302-DR-XXXL', 'J0194-DR-XXXL', 'J0332-DR-XXXL']",True
output_1413.txt,SET138-KR-PP-XXL,[],[],True
output_1414.txt,JNE2305-KR-533-M,[],[],True
output_1415.txt,JNE3294-KR-M,"['JNE3718-KR-M', 'JNE3376-KR-M', 'JNE3391-KR-M', 'JNE3741-KR-M', 'JNE3779-KR-M']","['JNE3718-KR-M', 'JNE3376-KR-M', 'JNE3391-KR-M', 'JNE3741-KR-M', 'JNE3742-KR-M']",False
output_1416.txt,JNE3578-KR-M,['JNE3157-KR-M'],['JNE3157-KR-M'],True
output_1417.txt,JNE3615-KR-S,"['JNE3420-KR-S', 'JNE3446-KR-S', 'JNE3617-KR-S', 'JNE3360-KR-S', 'JNE3429-KR-S']","['JNE3420-KR-S', 'JNE3446-KR-S', 'JNE3617-KR-S', 'JNE3360-KR-S', 'JNE3429-KR-S']",True
output_1418.txt,J0344-TP-S,"['J0337-TP-S', 'J0118-TP-S', 'JNE3665-TP-S']","['J0337-TP-S', 'J0118-TP-S', 'JNE3665-TP-S']",True
output_1419.txt,SET349-KR-NP-M,"['SET348-KR-NP-M', 'SET344-KR-NP-M', 'SET300-KR-NP-M']","['SET348-KR-NP-M', 'SET344-KR-NP-M', 'SET300-KR-NP-M']",True
output_142.txt,JNE2153-KR-278-A-S,[],[],True
output_1420.txt,JNE3753-KR-XXL,"['MEN5002-KR-XXL', 'MEN5028-KR-XXL', 'JNE3818-KR-XXL', 'MEN5008-KR-XXL', 'MEN5009-KR-XXL']","['MEN5002-KR-XXL', 'MEN5028-KR-XXL', 'JNE3818-KR-XXL', 'MEN5008-KR-XXL', 'MEN5009-KR-XXL']",True
output_1421.txt,JNE3707-DR-S,['J0062-DR-S'],['J0062-DR-S'],True
output_1422.txt,SET094-KR-NP-XL,"['SET197-KR-NP-XL', 'SET295-KR-NP-XL', 'SET392-KR-NP-XL']","['SET197-KR-NP-XL', 'SET295-KR-NP-XL', 'SET392-KR-NP-XL']",True
output_1423.txt,JNE3860-DR-L,"['J0413-DR-L', 'J0339-DR-L', 'J0338-DR-L', 'J0341-DR-L']","['J0413-DR-L', 'J0339-DR-L', 'J0338-DR-L', 'J0341-DR-L']",True
output_1424.txt,SET385-KR-NP-L,"['SET383-KR-NP-L', 'SET386-KR-NP-L', 'SET384-KR-NP-L', 'SET389-KR-NP-L', 'SET328-KR-NP-L']","['SET383-KR-NP-L', 'SET386-KR-NP-L', 'SET384-KR-NP-L', 'SET389-KR-NP-L', 'SET328-KR-NP-L']",True
output_1425.txt,SET375-KR-NP-M,"['SET288-KR-NP-M', 'SET218-KR-NP-M', 'SET383-KR-NP-M', 'SET221-KR-NP-M', 'SET293-KR-NP-M']","['SET288-KR-NP-M', 'SET218-KR-NP-M', 'SET383-KR-NP-M', 'SET221-KR-NP-M', 'SET293-KR-NP-M']",True
output_1426.txt,SET073-KR-SHA-L,[],[],True
output_1427.txt,SET247-KR-SHA-XL,[],[],True
output_1428.txt,JNE3761-KR-M,"['JNE3610-KR-M', 'JNE3775-KR-M', 'JNE3452-KR-M', 'JNE3695-KR-M', 'JNE3447-KR-M']","['JNE3610-KR-M', 'JNE3775-KR-M', 'JNE3452-KR-M', 'JNE3695-KR-M', 'JNE3447-KR-M']",True
output_1429.txt,SET135-KR-PP-XL,[],[],True
output_143.txt,JNE3645-TP-N-XS,[],[],True
output_1430.txt,J0062-DR-S,['JNE3707-DR-S'],['JNE3707-DR-S'],True
output_1431.txt,SET334-KR-NP-L,"['SET345-KR-NP-L', 'SET287-KR-NP-L', 'SET329-KR-NP-L', 'SET433-KR-NP-L', 'SET289-KR-NP-L']","['SET345-KR-NP-L', 'SET287-KR-NP-L', 'SET329-KR-NP-L', 'SET433-KR-NP-L', 'SET289-KR-NP-L']",True
output_1432.txt,JNE3706-DR-M,[],[],True
output_1433.txt,J0095-SET-M,"['J0003-SET-M', 'J0130-SET-M', 'J0041-SET-M']","['J0003-SET-M', 'J0130-SET-M', 'J0041-SET-M']",True
output_1434.txt,J0328-KR-L,[],[],True
output_1435.txt,SET217-KR-PP-XXXL,['SET014-KR-PP-XXXL'],['SET014-KR-PP-XXXL'],True
output_1436.txt,JNE3365-KR-1052-L,[],[],True
output_1437.txt,SET396-KR-PP-XL,[],[],True
output_1438.txt,JNE3605-KR-S,"['JNE3787-KR-S', 'JNE3546-KR-S', 'JNE3757-KR-S', 'JNE3782-KR-S', 'JNE3704-KR-S']","['JNE3787-KR-S', 'JNE3546-KR-S', 'JNE3757-KR-S', 'JNE3782-KR-S', 'JNE3704-KR-S']",True
output_1439.txt,SET247-KR-SHA-M,[],[],True
output_144.txt,JNE3440-KR-N-L,['JNE3421-KR-N-L'],['JNE3421-KR-N-L'],True
output_1440.txt,BTM008-XL,[],[],True
output_1441.txt,BTM029-NP-XL,"['BTM026-NP-XL', 'BTM031-NP-XL']","['BTM026-NP-XL', 'BTM031-NP-XL']",True
output_1442.txt,SET327-KR-DPT-M,[],[],True
output_1443.txt,J0351-SET-XXL,['J0278-SET-XXL'],['J0278-SET-XXL'],True
output_1444.txt,JNE3610-KR-M,"['JNE3761-KR-M', 'JNE3775-KR-M', 'JNE3452-KR-M', 'JNE3695-KR-M', 'JNE3447-KR-M']","['JNE3761-KR-M', 'JNE3775-KR-M', 'JNE3452-KR-M', 'JNE3695-KR-M', 'JNE3447-KR-M']",True
output_1445.txt,JNE3425-KR-M,"['JNE3371-KR-M', 'JNE3721-KR-M', 'JNE3620-KR-M', 'JNE3565-KR-M', 'JNE3539-KR-M']","['JNE3371-KR-M', 'JNE3721-KR-M', 'JNE3620-KR-M', 'JNE3565-KR-M', 'JNE3539-KR-M']",True
output_1446.txt,SET337-KR-NP-XS,"['SET336-KR-NP-XS', 'SET070-KR-NP-XS']","['SET336-KR-NP-XS', 'SET070-KR-NP-XS']",True
output_1447.txt,SET317-KR-PP-L,[],[],True
